id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
15420,Rental unit in Edinburgh · ★4.97 · 1 bedroom · 1 bed · 1 bath,60423,Charlotte,,"Old Town, Princes Street and Leith Street",55.95759,-3.18805,Entire home/apt,130,3,511,2023-09-03,3.32,1,16,79,
24288,Loft in Edinburgh · ★4.62 · 2 bedrooms · 2 beds · 1.5 baths,46498,Gordon,,"Canongate, Southside and Dumbiedykes",55.94498320836646,-3.185293348616568,Entire home/apt,91,3,286,2023-07-24,1.81,1,42,55,
48645,Condo in Edinburgh · ★4.86 · 1 bedroom · 2 beds · 1 shared bath,221474,Mark,,"Canongate, Southside and Dumbiedykes",55.95072,-3.18305,Private room,129,2,979,2023-09-08,6.37,1,69,68,
51505,Rental unit in Edinburgh · ★4.76 · 2 bedrooms · 4 beds · 1 bath,236828,Francois,,New Town West,55.9548,-3.19641,Entire home/apt,170,4,51,2023-08-23,0.33,14,2,32,
54188,Boat in Edinburgh · ★4.61 · 3 bedrooms · 2 beds · 1.5 baths,253850,Natalie,,Dalry and Fountainbridge,55.94217,-3.20863,Entire home/apt,225,1,43,2022-07-03,0.32,3,175,0,
55881,Rental unit in Edinburgh · ★4.83 · 4 bedrooms · 5 beds · 1 bath,264345,Susie,,Hillside and Calton Hill,55.95935,-3.17713,Entire home/apt,245,2,332,2023-09-03,2.20,1,0,32,
58682,Rental unit in Edinburgh · ★4.92 · 4 bedrooms · 7 beds · 2 baths,281109,Rona,,Comely Bank,55.95508,-3.21625,Entire home/apt,213,4,158,2023-08-19,1.29,3,162,21,
65216,Rental unit in Edinburgh · ★4.92 · 1 bedroom · 1 bed · 1 bath,318793,Sandy,,"Old Town, Princes Street and Leith Street",55.95011,-3.18748,Entire home/apt,100,365,102,2013-12-29,0.67,1,0,0,
74877,Loft in Edinburgh · ★4.75 · 2 bedrooms · 3 beds · 2 baths,394949,Derek,,North Leith and Newhaven,55.97785,-3.17872,Entire home/apt,151,2,158,2023-08-19,1.11,1,247,21,
93904,Rental unit in Edinburgh · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,502783,Brett,,Deans Village,55.94571,-3.2189,Private room,76,1,618,2023-09-03,4.12,1,0,57,
97472,Rental unit in Edinburgh · ★4.50 · 2 bedrooms · 2 beds · 1 bath,486859,Alan,,Morningside,55.93,-3.20995,Entire home/apt,75,300,38,2021-08-30,0.26,1,72,0,
112625,Rental unit in Edinburgh · ★4.83 · 4 bedrooms · 5 beds · 1.5 baths,574430,Michele,,Meadows and Southside,55.93865,-3.1794,Entire home/apt,300,2,144,2023-08-28,0.97,1,56,18,
118314,Rental unit in Edinburgh · ★4.86 · 2 bedrooms · 3 beds · 1 bath,597415,Daniela,,Leith (Hermitage and Prospect Bank),55.96814,-3.16032,Entire home/apt,178,2,227,2023-08-19,1.52,10,213,18,
122930,Rental unit in Edinburgh · ★4.89 · 1 bedroom · 1 bed · 1 bath,615381,James,,Meadowbank and Abbeyhill North,55.95851,-3.17078,Entire home/apt,106,4,816,2023-09-06,5.60,2,273,56,
142356,Rental unit in Edinburgh · ★4.57 · 1 bedroom · 1 bed · 1 bath,691610,Simon,,New Town West,55.95743,-3.20036,Entire home/apt,150,4,58,2023-08-31,0.39,1,0,7,
159769,Rental unit in Edinburgh · 2 bedrooms · 2 beds · 2.5 baths,273097,Lyn,,Newington and Dalkeith Road,55.93802,-3.17812,Entire home/apt,1500,7,1,2017-01-03,0.01,2,362,0,
163870,Rental unit in Edinburgh · ★4.93 · 2 bedrooms · 3 beds · 1 bath,129153119,Anne,,The Shore and Constitution Street,55.97511,-3.17058,Entire home/apt,94,4,272,2023-09-06,1.85,1,4,71,
170756,Bed and breakfast in Edinburgh · ★4.87 · 1 bedroom · 1 bed · 2.5 baths,278168,Maureen,,Tollcross,55.94385,-3.20925,Private room,59,1,514,2023-09-08,3.52,1,6,131,
177944,Condo in Edinburgh · ★4.63 · 1 bedroom · 1 bed · 1 shared bath,851172,Zeb David,,Leith (Albert Street),55.961548,-3.171129,Private room,76,3,34,2023-05-21,0.23,15,177,5,
180429,Condo in Edinburgh · ★4.49 · 1 bedroom · 1 bed · 1 shared bath,851172,Zeb David,,Leith (Albert Street),55.961548,-3.171129,Private room,99,2,76,2023-05-21,0.52,15,74,5,
197220,Rental unit in Edinburgh · 1 bedroom · 1 bed,960760,Carl,,Marchmont East and Sciennes,55.93757,-3.18762,Private room,85,1,1,2012-01-03,0.01,1,0,0,
214571,Rental unit in Edinburgh · ★4.61 · 3 bedrooms · 4 beds · 2 baths,1107698,Michael,,"Old Town, Princes Street and Leith Street",55.94909,-3.19033,Entire home/apt,227,2,327,2023-08-27,2.29,1,175,54,
216245,Rental unit in Edinburgh · ★4.42 · 2 bedrooms · 5 beds · 2 baths,173941,Neil,,Dalry and Fountainbridge,55.94392,-3.22007,Entire home/apt,216,2,35,2023-08-26,0.25,5,9,2,
229494,Condo in Edinburgh · ★4.85 · 1 bedroom · 2 beds · 1 shared bath,1198626,Sally,,Newington and Dalkeith Road,55.94232,-3.17771,Private room,79,3,618,2023-08-24,4.26,1,270,51,
233839,Home in Edinburgh · ★4.75 · 1 bedroom · 1 bed · 1 bath,992589,Angie,,Drylaw,55.96401,-3.24772,Private room,30,2,398,2023-08-21,3.00,1,139,67,
241511,Rental unit in Edinburgh · ★4.73 · 1 bedroom · 2 beds · 1 shared bath,1267059,David,,Broughton South,55.96497,-3.18745,Private room,34,1,194,2020-03-08,1.36,1,0,0,
256783,Rental unit in Edinburgh · ★4.81 · 1 bedroom · 1 bed · 1 shared bath,273097,Lyn,,Newington and Dalkeith Road,55.93966,-3.1769,Private room,79,2,358,2023-09-07,2.48,2,100,34,
286315,Condo in Edinburgh · ★4.89 · 2 bedrooms · 2 beds · 1 shared bath,1490036,Mohsinah,,Marchmont West,55.93816,-3.19573,Private room,105,3,29,2023-08-28,0.20,1,57,3,
307715,Rental unit in Edinburgh · ★4.76 · 1 bedroom · 1 bed · 1 bath,1583173,Yvonne,,"Old Town, Princes Street and Leith Street",55.94877,-3.19564,Entire home/apt,287,3,207,2023-08-18,1.47,1,20,13,
317080,Condo in Edinburgh · ★4.90 · 1 bedroom · 2 beds · 1 shared bath,1510582,Vroni,,Tollcross,55.94302,-3.20228,Private room,51,4,120,2023-08-18,0.85,1,0,23,
327159,Rental unit in Edinburgh · ★4.81 · 1 bedroom · 1 bed · 1 bath,1672688,Maggie,,"Old Town, Princes Street and Leith Street",55.94688,-3.19712,Entire home/apt,160,1,75,2019-05-21,0.54,2,365,0,
327161,Condo in Edinburgh · ★4.53 · 3 bedrooms · 5 beds · 2 baths,1672688,Maggie,,"Old Town, Princes Street and Leith Street",55.94771,-3.18458,Entire home/apt,152,3,81,2023-06-11,0.62,2,355,7,
340452,Rental unit in Edinburgh · ★4.95 · 1 bedroom · 1 bed · 1 bath,1727489,Roland,,Hillside and Calton Hill,55.95956,-3.18015,Entire home/apt,82,2,731,2023-08-24,5.22,1,23,85,
352432,Rental unit in Edinburgh · ★4.70 · 3 bedrooms · 4 beds · 2 baths,1784753,Pamela,,Deans Village,55.94837,-3.22108,Entire home/apt,244,3,134,2023-09-02,0.99,1,16,27,
355938,Rental unit in Edinburgh · ★4.81 · 2 bedrooms · 3 beds · 1 bath,1801836,Shahid,,"Old Town, Princes Street and Leith Street",55.94929,-3.18991,Entire home/apt,251,2,148,2023-09-06,1.08,4,196,14,
356028,Rental unit in Edinburgh · ★4.88 · 1 bedroom · 1 bed · 1 bath,1802110,Deanna,,Bonnington,55.97228,-3.18869,Entire home/apt,95,5,34,2023-08-11,0.25,1,0,1,
361050,Condo in Edinburgh · ★4.94 · 1 bedroom · 2 beds · 2 shared baths,1825119,Anne,,Bruntsfield,55.93995,-3.20736,Private room,70,3,95,2023-07-17,0.69,1,182,19,
363642,Home in Edinburgh · ★4.86 · 1 bedroom · 1 bed · 2.5 shared baths,1837147,Wendy,,Comiston and Swanston,55.90862,-3.21216,Private room,400,2,68,2019-11-06,0.50,1,0,0,
388297,Villa in Edinburgh · ★4.75 · 2 bedrooms · 3 beds · 2 baths,1942840,Yvonne,,Willowbrae and Duddingston Village,55.95271,-3.14898,Entire home/apt,201,7,100,2023-08-13,0.74,3,166,12,
389318,Townhouse in Edinburgh · ★4.87 · 1 bedroom · 1 bed · 1 private bath,1947854,Rona,,Meadows and Southside,55.94313,-3.1808,Private room,75,2,438,2023-09-05,3.14,1,22,43,
391558,Condo in Edinburgh · ★4.96 · 1 bedroom · 1 bed · 1 bath,1958301,Joanne,,"Old Town, Princes Street and Leith Street",55.95758,-3.18844,Entire home/apt,143,3,84,2023-09-08,0.62,1,144,28,
391610,Condo in Edinburgh · ★4.93 · 1 bedroom · 1 bed · 1.5 baths,1958560,Harriet,,Shandon,55.93106,-3.23188,Private room,66,3,547,2023-08-27,3.92,2,0,62,
391611,Condo in EDINBURGH · ★4.82 · 1 bedroom · 2 beds · 1 shared bath,1958560,Harriet,,Shandon,55.93281,-3.23095,Private room,54,2,194,2023-08-27,1.39,2,0,14,
404888,Rental unit in Edinburgh · ★4.83 · 1 bedroom · 1 bed · 1 bath,1699475,Fiona,,Abbeyhill,55.95426,-3.16724,Entire home/apt,110,3,34,2023-09-01,0.25,1,13,9,
405790,Rental unit in Edinburgh · ★4.57 · 2 bedrooms · 3 beds · 1 bath,1947266,John,,"Old Town, Princes Street and Leith Street",55.95006,-3.19234,Entire home/apt,156,3,113,2023-06-04,0.88,1,9,7,
408831,Home in Edinburgh · ★4.90 · 1 bedroom · 1 bed · 1 private bath,2035652,Liz,,Comiston and Swanston,55.90126,-3.22007,Private room,55,3,95,2023-09-09,0.71,2,13,10,
419487,Rental unit in Edinburgh · ★4.75 · Studio · 1 bed · 1 bath,2084557,Rachel,,"Old Town, Princes Street and Leith Street",55.95044,-3.19512,Entire home/apt,134,3,201,2023-08-29,1.78,1,1,50,
426766,Home in Edinburgh · ★4.76 · 1 bedroom · 1 bed · 1 bath,1961072,Javed,,Craigmillar,55.92816,-3.15506,Private room,95,1,147,2023-09-09,1.06,2,343,26,
426770,Home in Edinburgh · ★4.92 · 1 bedroom · 1 bed · 1 bath,1961072,Javed,,Prestonfield,55.92871,-3.15521,Private room,76,1,113,2023-09-09,0.82,2,345,27,
428822,Guest suite in Edinburgh · ★4.93 · 2 bedrooms · 3 beds · 1 private bath,2131536,Carmela,,"Barnton, Cammo and Cramond South",55.96144,-3.3124,Private room,100,3,237,2020-01-02,2.74,1,0,0,
442465,Rental unit in Edinburgh · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,851172,Zeb David,,Easter Road and Hawkhill Avenue,55.96074,-3.17009,Private room,64,14,7,2022-09-10,0.05,15,30,0,
447206,Rental unit in Edinburgh · ★4.75 · 1 bedroom · 1 bed · 1 bath,2220775,Eva,,Abbeyhill,55.95561,-3.16749,Private room,37,2,792,2023-09-08,5.73,4,1,62,
449083,Condo in Edinburgh · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,565761,Noël,,Abbeyhill,55.957,-3.16707,Private room,57,1,132,2023-09-09,2.13,1,14,66,
450745,Rental unit in Edinburgh · ★4.95 · 2 bedrooms · 2 beds · 1 bath,2238338,Jen,,Newington and Dalkeith Road,55.94195920368399,-3.1789784590201173,Entire home/apt,181,2,216,2023-09-02,2.77,1,39,47,
458510,Rental unit in Edinburgh · ★4.86 · 1 bedroom · 1 bed · 1 bath,2280137,Gill,,Deans Village,55.95296,-3.20537,Entire home/apt,150,4,279,2023-08-28,2.03,12,3,37,
480324,Rental unit in Edinburgh · ★4.84 · 3 bedrooms · 5 beds · 2.5 baths,2378566,Heather,,North Leith and Newhaven,55.97637,-3.17675,Entire home/apt,150,2,90,2023-08-11,0.83,2,24,20,
485856,Rental unit in Edinburgh · ★4.75 · 2 bedrooms · 4 beds · 1 bath,2404912,Carol,,"Canongate, Southside and Dumbiedykes",55.95222,-3.1770599,Entire home/apt,150,2,506,2023-08-21,3.73,3,31,70,
497140,Rental unit in Edinburgh · ★4.69 · 1 bedroom · 2 beds · 1 bath,2452990,Barry,,Gorgie East,55.93864,-3.23089,Entire home/apt,95,3,63,2023-09-04,0.46,1,0,1,
500696,Rental unit in Edinburgh · ★4.73 · 1 bedroom · 1 bed · 1 bath,224444157,Sue And Grant,,Tollcross,55.94451,-3.2036,Entire home/apt,102,3,349,2023-08-27,2.54,22,12,58,
509191,Condo in Edinburgh · ★4.67 · 1 bedroom · 1 bed · 1 shared bath,851172,Zeb David,,Easter Road and Hawkhill Avenue,55.961281,-3.171197,Private room,64,2,31,2023-06-13,0.23,15,123,10,
513895,Rental unit in Edinburgh · ★4.91 · 2 bedrooms · 2 beds · 1.5 baths,2531629,Karyn,,Deans Village,55.95005,-3.21074,Entire home/apt,236,2,135,2023-08-21,1.36,1,57,13,
516445,Condo in Edinburgh · ★4.74 · 2 bedrooms · 2 beds · 2 baths,1801836,Shahid,,"Canongate, Southside and Dumbiedykes",55.95101,-3.17653,Entire home/apt,225,2,194,2023-09-05,1.44,4,206,13,
520802,Condo in Edinburgh · ★4.98 · 3 bedrooms · 4 beds · 2 baths,2562187,Marta,,Abbeyhill,55.95397,-3.16811,Entire home/apt,187,2,202,2023-08-29,1.49,1,131,80,
521385,Rental unit in Edinburgh · ★4.95 · 1 bedroom · 1 bed · 1 bath,2564448,Fiona,,"Old Town, Princes Street and Leith Street",55.94694,-3.19443,Entire home/apt,190,3,305,2023-09-04,2.23,2,3,24,
530628,Vacation home in Edinburgh · ★4.48 · 5 bedrooms · 15 beds · 3.5 baths,2605039,John,,Deans Village,55.94924,-3.21623,Entire home/apt,266,1,233,2023-08-31,1.71,2,164,52,
531292,Condo in Edinburgh · ★4.85 · 2 bedrooms · 2 beds · 1 bath,2609833,Allan,,"Old Town, Princes Street and Leith Street",55.95067,-3.18424,Entire home/apt,110,2,594,2023-09-01,4.49,1,53,81,
545821,Home in Edinburgh · ★4.94 · 2 bedrooms · 3 beds · 1 shared bath,2683229,Sue,,Baberton and Juniper Green,55.909177,-3.287099,Private room,69,2,394,2023-09-08,2.92,1,6,44,
551652,Rental unit in Edinburgh · ★4.72 · 1 bedroom · 1 bed · 1.5 baths,2710898,Danielle,,Portobello,55.95699,-3.12182,Entire home/apt,65,3,94,2023-02-25,0.69,2,0,7,
551686,Condo in Edinburgh · ★4.74 · 1 bedroom · 1 bed · 1 bath,2710898,Danielle,,Portobello,55.95814514160156,-3.1230289936065674,Entire home/apt,89,3,90,2023-08-12,0.67,2,0,12,
562350,Rental unit in Edinburgh · ★4.75 · 2 bedrooms · 2 beds · 1 bath,2765595,Morris,,Deans Village,55.95246,-3.20368,Entire home/apt,232,7,72,2023-08-26,0.58,3,233,27,
568026,Rental unit in Edinburgh · ★4.97 · 2 bedrooms · 3 beds · 1 bath,2794963,Derek,,Polwarth,55.93792,-3.22166,Entire home/apt,55,3,352,2020-08-31,2.61,1,0,0,
573745,Rental unit in Edinburgh · ★4.71 · 2 bedrooms · 3 beds · 1 bath,2823210,Jessica,,South Leith,55.96673,-3.17416,Entire home/apt,115,2,303,2023-09-03,2.24,1,3,75,
579038,Rental unit in Edinburgh · ★4.63 · 2 bedrooms · 4 beds · 1 bath,2765595,Morris,,The Shore and Constitution Street,55.97177,-3.16851,Entire home/apt,219,5,33,2023-09-04,0.27,3,280,14,
591360,Rental unit in Edinburgh · ★4.88 · 3 bedrooms · 4 beds · 1.5 baths,2918371,Rachel,,New Town East and Gayfield,55.9589,-3.18714,Entire home/apt,126,3,346,2023-09-06,2.59,1,7,32,
603443,Rental unit in Edinburgh · ★4.84 · 2 bedrooms · 2 beds · 1 bath,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95029,-3.18979,Entire home/apt,265,5,38,2023-09-04,0.56,15,337,21,
603446,Rental unit in Edinburgh · ★4.53 · 2 bedrooms · 3 beds · 1 bath,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,255,5,37,2023-07-06,0.28,15,343,20,
603501,Rental unit in Edinburgh · ★4.67 · 1 bedroom · 2 beds · 1 bath,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,185,5,31,2023-07-17,0.25,15,311,16,
603502,Rental unit in Edinburgh · ★4.73 · 1 bedroom · 1 bed · 1 bath,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,169,5,45,2023-08-23,0.79,15,308,25,
603671,Rental unit in Edinburgh · ★4.85 · 4 bedrooms · 8 beds · 3 baths,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,615,3,28,2023-08-20,0.21,15,294,12,
603672,Rental unit in Edinburgh · ★4.83 · 4 bedrooms · 8 beds · 3 baths,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95004653930664,-3.188728094100952,Entire home/apt,615,3,18,2023-07-30,0.19,15,288,6,
603674,Rental unit in Edinburgh · ★4.62 · 4 bedrooms · 20 beds · 4 baths,2711564,Harvey,,"Old Town, Princes Street and Leith Street",55.95017,-3.18902,Entire home/apt,745,3,74,2023-08-28,0.56,15,332,23,
603996,Serviced apartment in Edinburgh · ★4.52 · 2 bedrooms · 3 beds · 2 baths,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Entire home/apt,337,2,102,2020-03-27,1.18,6,2,0,
607248,Rental unit in Edinburgh · ★4.41 · 1 bedroom · 1 bed · 1 bath,3008499,Rebecca,,Broughton South,55.96234,-3.1907,Entire home/apt,97,1,622,2023-09-05,4.61,54,281,63,
612137,Condo in Edinburgh · ★4.87 · 1 bedroom · 1 bed · 1 shared bath,2056916,Jennet,,Marchmont West,55.93627,-3.19568,Private room,82,1,395,2023-08-27,2.93,1,18,50,
613382,Rental unit in Edinburgh · ★4.58 · 1 bedroom · 1 bed · 1 shared bath,3042010,Richie,,Morningside,55.92622,-3.20788,Private room,41,1,180,2018-06-25,1.34,1,0,0,
615726,Rental unit in Edinburgh · ★4.77 · 4 bedrooms · 4 beds · 1.5 baths,2717567,Carl,,Morningside,55.9255,-3.20878,Entire home/apt,164,28,71,2023-06-17,0.55,1,126,2,
619888,Rental unit in Edinburgh · ★4.83 · 1 bedroom · 1 bed · 1 bath,3071816,Maureen,,"Old Town, Princes Street and Leith Street",55.94752,-3.197,Entire home/apt,150,3,405,2023-08-20,3.15,5,19,61,
619889,Rental unit in Edinburgh · ★4.77 · 1 bedroom · 1 bed · 1 bath,3071816,Maureen,,"Old Town, Princes Street and Leith Street",55.94696,-3.19844,Entire home/apt,136,3,353,2023-08-25,2.80,5,1,41,
622225,Condo in Edinburgh · ★4.71 · 2 bedrooms · 2 beds · 1.5 baths,3084267,Belinda,,"Canongate, Southside and Dumbiedykes",55.94474,-3.18217,Entire home/apt,200,3,22,2023-08-28,0.16,1,0,2,
622466,Rental unit in Edinburgh · ★4.76 · 2 bedrooms · 3 beds · 2 baths,173941,Neil,,Dalry and Fountainbridge,55.94342,-3.21801,Entire home/apt,203,2,55,2023-05-07,0.44,5,9,1,
622487,Rental unit in Edinburgh · ★4.24 · 2 bedrooms · 5 beds · 2 baths,173941,Neil,,Deans Village,55.94569,-3.22026,Entire home/apt,210,2,22,2022-09-10,0.17,5,9,0,
622500,Rental unit in Edinburgh · ★4.54 · 2 bedrooms · 5 beds · 2 baths,173941,Neil,,Dalry and Fountainbridge,55.94386,-3.21854,Entire home/apt,203,2,115,2022-12-04,0.90,5,8,3,
622532,Rental unit in Edinburgh · ★4.35 · 3 bedrooms · 7 beds · 2 baths,173941,Neil,,New Town East and Gayfield,55.96067,-3.18611,Entire home/apt,264,2,147,2023-06-18,1.12,5,5,5,
624492,Rental unit in Edinburgh · ★4.70 · 2 bedrooms · 2 beds · 1 bath,3098393,Lorraine,,"Old Town, Princes Street and Leith Street",55.94722,-3.1996,Entire home/apt,220,4,37,2021-08-29,0.27,2,19,0,
627527,Rental unit in Edinburgh · ★4.96 · 1 bedroom · 1 bed · 1.5 baths,3110470,Alan,,Broughton North and Powderhall,55.96706,-3.19422,Private room,68,1,429,2023-09-09,3.18,1,63,90,
639079,Rental unit in Edinburgh · ★4.87 · 1 bedroom · 2 beds · 1 bath,3149701,Eleanor,,"Old Town, Princes Street and Leith Street",55.94677,-3.19752,Entire home/apt,236,3,247,2023-09-04,1.84,2,32,32,
639942,Rental unit in Edinburgh · ★4.79 · 2 bedrooms · 4 beds · 1 bath,3195122,Tamsin,,Hillside and Calton Hill,55.95918,-3.17219,Entire home/apt,132,2,120,2023-08-24,0.91,1,38,7,
640398,Home in Edinburgh · ★4.80 · 1 bedroom · 2 beds · 1.5 shared baths,3196941,Shanna,,"Blackford, West Mains and Mayfield Road",55.92795,-3.17312,Private room,46,2,96,2020-01-01,0.71,4,0,0,
641458,Serviced apartment in Edinburgh · ★4.67 · 2 bedrooms · 4 beds · 2 baths,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Entire home/apt,424,2,144,2021-11-06,1.63,6,2,0,
641460,Serviced apartment in Edinburgh · ★4.54 · 2 bedrooms · 4 beds,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Hotel room,170,4,83,2023-08-12,0.68,6,0,1,
641461,Serviced apartment in Edinburgh · ★4.68 · 2 bedrooms · 4 beds,2989965,Ocean Serviced Apartments,,Western Harbour and Leith Docks,55.98616,-3.18849,Hotel room,170,4,126,2023-08-08,1.39,6,0,3,
642048,Rental unit in Edinburgh · ★4.69 · 1 bedroom · 1 bed · 1 bath,3208179,Mary,,Stockbridge,55.96196,-3.20651,Private room,56,1,67,2023-08-07,0.50,3,1,16,
642252,Rental unit in Edinburgh · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,3208179,Mary,,Stockbridge,55.96114,-3.20674,Private room,35,1,167,2022-07-24,1.25,3,0,0,
643693,Rental unit in Edinburgh · ★4.88 · 1 bedroom · 3 beds · 1 bath,3149701,Eleanor,,Newington and Dalkeith Road,55.94272,-3.17773,Entire home/apt,231,3,146,2023-09-03,1.09,2,46,29,
647326,Rental unit in Edinburgh · ★4.69 · 2 bedrooms · 2 beds · 2 baths,3245297,Geoff,,The Shore and Constitution Street,55.97492,-3.16259,Entire home/apt,125,2,39,2023-08-20,0.40,1,8,25,
651278,Rental unit in Edinburgh · ★4.70 · 2 bedrooms · 3 beds · 2 baths,51094166,Shimon,,Meadowbank and Abbeyhill North,55.95781,-3.16068,Entire home/apt,171,3,277,2023-08-26,2.08,1,3,49,
659483,Rental unit in Edinburgh · ★4.43 · 2 bedrooms · 3 beds · 1 bath,3327011,Kaddeer,,"Old Town, Princes Street and Leith Street",55.95047,-3.18902,Entire home/apt,168,2,163,2023-08-26,1.22,4,290,47,
662990,Rental unit in Edinburgh · ★4.09 · 1 bedroom · 2 beds · 1 bath,646220,Reserve,,Broughton North and Powderhall,55.96274,-3.19538,Entire home/apt,106,1,23,2023-06-19,0.18,51,2,9,
663405,Rental unit in Edinburgh · ★3.64 · 4 bedrooms · 4 beds · 2 baths,646220,Reserve,,Polwarth,55.93668,-3.22555,Entire home/apt,248,1,12,2023-05-29,0.09,51,6,5,
675104,Home in Edinburgh · ★4.82 · 1 bedroom · 1 bed · 1 shared bath,3429247,Alison,,Marchmont East and Sciennes,55.93723,-3.1898,Private room,71,3,23,2019-11-30,0.18,2,9,0,
702800,Farm stay in Edinburgh · ★4.95 · 2 bedrooms · 5 beds · 2 baths,3608201,Vicky,,"Ratho, Ingliston and Gogar",55.91451,-3.34677,Entire home/apt,121,2,512,2023-09-10,4.08,3,41,64,
706832,Rental unit in Edinburgh · ★4.82 · 4 bedrooms · 5 beds · 2 baths,3632860,Sam,,Hillside and Calton Hill,55.95996,-3.17707,Entire home/apt,301,2,292,2023-09-03,2.36,1,301,57,
707097,Condo in Edinburgh · ★4.37 · 3 bedrooms · 7 beds · 2 baths,3092851,Lynne,,"Old Town, Princes Street and Leith Street",55.9498,-3.18354,Entire home/apt,408,2,70,2023-07-30,0.54,11,10,5,
728199,Condo in Edinburgh · ★4.82 · 1 bedroom · 1 bed · 1 private bath,3776412,Tom,,Polwarth,55.93692,-3.22414,Private room,60,1,389,2023-08-27,2.93,1,230,48,
732008,Rental unit in Edinburgh · ★4.77 · 4 bedrooms · 8 beds · 2 baths,3810279,Frederika And Agnes,,Dalry and Fountainbridge,55.94192,-3.21878,Entire home/apt,162,2,320,2023-09-07,2.51,2,128,70,
744710,Rental unit in Edinburgh · ★4.95 · 2 bedrooms · 2 beds · 1 bath,3737047,Gareth,,Deans Village,55.95324,-3.20368,Entire home/apt,156,2,223,2023-08-10,1.71,1,14,14,
748646,Rental unit in Edinburgh · ★4.31 · 3 bedrooms · 4 beds · 1.5 baths,3930311,Adrian,,New Town East and Gayfield,55.95747,-3.18962,Entire home/apt,99,2,49,2022-10-31,0.44,1,0,8,
749042,Rental unit in Edinburgh · ★4.83 · 1 bedroom · 1 bed · 1 shared bath,3935818,Relo,,Willowbrae and Duddingston Village,55.95511,-3.14974,Private room,26,1,76,2023-08-20,0.60,1,0,3,
754100,Rental unit in Edinburgh · ★4.79 · 2 bedrooms · 3 beds · 1 bath,3967512,Keith,,"Canongate, Southside and Dumbiedykes",55.95102,-3.1803,Entire home/apt,194,3,401,2023-09-03,3.21,5,213,68,
764949,Bed and breakfast in Edinburgh · 1 bedroom · 2 beds · 1.5 shared baths,4032602,Kim,,Newington and Dalkeith Road,55.93301,-3.172,Private room,75,1,1,2019-12-08,0.02,7,0,0,
767532,Rental unit in Edinburgh · ★4.67 · 1 bedroom · 2 beds · 1 bath,4048288,Martin,,"Old Town, Princes Street and Leith Street",55.95087,-3.18424,Entire home/apt,84,3,78,2020-08-24,0.61,13,0,0,
773926,Rental unit in Edinburgh · ★4.47 · 2 bedrooms · 2 beds · 2 baths,646220,Reserve,,Corstorphine,55.94001,-3.2678,Entire home/apt,190,1,32,2023-08-27,0.33,51,2,8,
790170,Condo in Edinburgh · ★4.96 · 2 bedrooms · 2 beds · 2.5 baths,4155880,Don,,Western Harbour and Leith Docks,55.98613,-3.18804,Entire home/apt,318,3,106,2023-08-31,0.86,1,92,21,
821573,Rental unit in Edinburgh · ★4.59 · 2 bedrooms · 1 bed · 1 bath,372744,Richard,,"Canongate, Southside and Dumbiedykes",55.95343,-3.17467,Entire home/apt,139,2,69,2023-08-26,0.57,3,74,25,
822829,Rental unit in Edinburgh · ★4.74 · 3 bedrooms · 7 beds · 3 baths,1521996,Armando,,"Old Town, Princes Street and Leith Street",55.9562,-3.19168,Entire home/apt,361,2,193,2023-08-23,1.51,3,8,24,
834777,Rental unit in Edinburgh · ★4.74 · 2 bedrooms · 3 beds · 2 baths,2765595,Morris,,Deans Village,55.95202,-3.20342,Entire home/apt,250,3,69,2023-08-14,0.60,3,199,28,
835396,Rental unit in Edinburgh · ★4.87 · 3 bedrooms · 7 beds · 1 bath,4368884,Peter,,Marchmont West,55.93634,-3.1984,Entire home/apt,353,2,275,2023-09-03,2.15,1,1,49,
838551,Townhouse in Edinburgh · ★4.86 · 1 bedroom · 3 beds · 1 shared bath,3429247,Alison,,Marchmont East and Sciennes,55.93922,-3.19157,Private room,64,2,72,2020-03-09,0.65,2,0,0,
839192,Home in Edinburgh · ★4.72 · 1 bedroom · 2 beds · 1.5 shared baths,3196941,Shanna,,"Blackford, West Mains and Mayfield Road",55.92621,-3.17274,Private room,40,2,18,2018-04-03,0.15,4,0,0,
